temperature,wind_speed,mean_sea_level_pressure,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,relative_humidity
8.69,0.86,102324.85,101.07,263.79,0.62,0.95
10.68,0.54,102342.93,288.12,279.79,0.67,0.9
13.6,0.19,102323.93,475.98,271.45,0.37,0.78
14.47,0.09,102281.91,618.45,276.38,0.21,0.73
16.71,0.52,102182.21,698.96,283.37,0.1,0.63
18.46,0.73,102101.48,718.44,288.88,0,0.56
19.04,0.76,102001.91,674.12,293.74,0,0.53
19.51,0.85,101949.15,570.48,296.57,0.03,0.5
18.65,1.25,101908.56,414.25,298.24,0.25,0.54
18.43,1.73,101893.73,227.17,298.43,0.81,0.56
16,2.01,101927.22,48.39,297.7,1,0.69
15.56,2.1,101945.25,0,297.33,1,0.71
13.77,1.89,101995.17,0,299.32,1,0.77
13.11,0.56,101997.57,0,301.34,1,0.8
12.06,0.21,102004.98,0,304.87,1,0.84
11.78,0.63,101981.57,0,307.33,1,0.86
11.47,1.17,101955.91,0,311.32,1,0.89
11.66,1.39,101918.23,0,322.14,1,0.9
11.66,1.31,101896.62,0,327.21,1,0.9
11.78,1.3,101846.49,0,331.65,1,0.9
11.87,1.24,101802.97,0,335.07,1,0.91
11.81,1.13,101883.48,0,342.79,1,0.91
11.98,0.57,101937.29,0,347.37,1,0.9
12.37,1.33,102007.83,0.51,342.19,0.98,0.88
12.6,2.26,102082.54,17.69,343.31,0.99,0.92
13.01,2.81,102059.41,77.05,343.58,0.89,0.91
15.42,2.46,102038.17,201.67,344.08,0.86,0.83
15.93,2.78,102020.97,165.67,358.38,0.86,0.81
17.89,3.13,101890.01,237.91,362.44,0.82,0.71
19.36,3.67,101856.89,210.13,370.43,0.69,0.64
19.64,4.03,101737.92,242.62,374.37,0.89,0.63
20.41,4.15,101698.21,309.6,360.64,0.94,0.6
20.65,3.88,101643.71,314.33,347.24,0.85,0.58
20.64,3.24,101644.03,172.02,349.93,0.93,0.59
19.63,3.3,101621.78,38.93,336.57,0.9,0.61
19.62,3.47,101706.38,0,331.95,0.66,0.61
18.32,3.75,101708.32,0,325.84,0.41,0.65
18.44,4.3,101736.01,0,332.42,0.86,0.64
18.26,4.96,101718.48,0,334.25,0.85,0.65
18.58,5.46,101699.75,0,357.4,0.64,0.63
18.96,5.68,101678.4,0,352.79,0.37,0.61
18.6,5.49,101683.54,0,338.15,0.22,0.65
18.37,5.58,101723.76,0,335.91,0.52,0.68
18.19,5.75,101734.66,0,351.47,0.49,0.69
17.67,5.81,101729.35,0,352.03,0.51,0.73
17.85,5.41,101718.79,0,340.9,0.58,0.72
17.64,4.95,101775.32,0,335.4,0.45,0.74
17.4,4.78,101793.19,1.06,330.49,0.52,0.75
17.51,4.97,101879.08,74.43,329.05,0.49,0.8
18.11,5.85,101886.94,198.18,337.6,0.46,0.78
20.04,6.31,101820.28,333.93,352.06,0.47,0.73
20.51,6.15,101730.39,475.05,348.34,0.31,0.69
23.19,6.06,101664.49,546.95,356.58,0.68,0.59
24.89,6.02,101604.68,587.85,350.24,0.69,0.51
25.4,5.56,101555.98,610.85,344.98,0.26,0.49
25.83,4.83,101570.35,535.5,345.53,0.45,0.47
24.26,3.57,101581.67,369.34,349.02,0.47,0.52
23.24,2.06,101638.16,180.49,360.16,0.59,0.56
20.3,3.02,101734.98,28.84,354.18,0.72,0.68
19.43,3.95,101870.7,0,360.93,0.52,0.73
17.3,3.28,101968.2,0,351.85,0.93,0.84
16.72,1.98,102076.46,0,345.79,0.85,0.87
16.53,1.06,102117.83,0,355.61,0.79,0.9
16.63,0.38,102144.14,0,360.77,0.73,0.89
16.64,0.65,102140.57,0,345.75,0.46,0.89
16.09,1.57,102122.54,0,355.52,0.66,0.9
16.23,2.68,102150.17,0,368.74,0.87,0.89
15.85,3.1,102155.29,0,383.08,0.79,0.89
15.41,2.71,102172.81,0,377.64,0.97,0.88
15.31,2.85,102220.51,0,376.5,1,0.87
15.05,2.89,102303.59,0,366.21,1,0.87
15.11,3.46,102390.5,0.56,361.79,0.95,0.87
15.73,3.23,102443.11,28.81,378.77,0.76,0.84
15.83,3.96,102509.66,121.72,361.85,0.77,0.81
16.34,4.32,102555.08,272.75,354.9,0.82,0.73
15.96,4.2,102538.81,212.02,367.17,0.97,0.73
16.69,4.04,102531.59,291.67,360.67,1,0.66
16.7,3.78,102478.94,291.59,354.12,0.99,0.63
16.74,3.74,102416.95,344.43,355.7,1,0.62
16.39,3.68,102442.71,318.71,345.66,1,0.62
15.23,3.74,102445.42,275.47,334.01,1,0.65
14.94,3.85,102479.46,131.17,328.88,1,0.65
14.03,3.61,102533.23,23.79,323.84,1,0.68
14.03,3.25,102550.1,0,327.63,1,0.67
12.97,2.5,102627.65,0,322.27,1,0.72
12.83,2.29,102637.17,0,324.5,1,0.73
12.45,2.28,102666.89,0,325.83,1,0.74
12.38,2.02,102637.73,0,322.61,1,0.74
12.01,1.83,102604.75,0,323.74,1,0.76
11.07,1.41,102517.56,0,322.14,1,0.8
10.77,1.68,102433.08,0,306.81,1,0.81
10.23,1.63,102354.13,0,296.52,1,0.83
9.52,1.78,102311.79,0,295.89,1,0.86
9.21,2.12,102321.27,0,295.04,1,0.87
9.64,2.12,102350.97,0,294.45,1,0.86
9.59,1.88,102374.27,0.73,287.58,1,0.86
10.81,1.33,102446.38,65.88,284.46,1,0.86
11.87,1.75,102442.95,203.91,294.04,1,0.83
13.9,1.97,102367.73,350.53,297.1,1,0.72
14.32,1.88,102211.48,447.53,306.21,1,0.69
15.78,0.51,102100.29,504.58,317.59,1,0.64
16.43,0.53,101957.9,533.13,319.25,1,0.62
16.67,1.65,101903.1,305.62,345.02,1,0.61
16.37,1.42,101806.92,142.61,361.96,1,0.64
15.55,1.78,101789.12,68.9,369.48,1,0.7
14.85,1.15,101735.93,25.88,370.73,1,0.76
13.7,0.34,101681.42,8.32,369.72,1,0.86
13.63,0.72,101637.04,0,371.62,1,0.88
13.69,0.65,101631.85,0,372.87,1,0.9
13.72,0.99,101596.58,0,374.83,1,0.91
13.76,0.98,101541.11,0,376.95,1,0.92
13.9,0.69,101481.72,0,378.07,1,0.91
13.79,1.15,101397.05,0,379.58,1,0.94
13.74,1.97,101352.19,0,380.34,1,0.95
13.93,2.38,101293.23,0,382.16,1,0.94
14.01,2.57,101262.07,0,381.21,1,0.94
14.02,2.23,101205.98,0,377.68,0.95,0.94
14.02,1.93,101238.62,0,371.86,0.87,0.94
14.1,2.31,101267.35,0,344.22,0.95,0.93
14.05,2.63,101323.51,0.41,352.52,0.98,0.93
14.35,2.37,101370.52,40.76,359.15,0.99,0.91
14.63,3.13,101410.24,152.92,347.13,0.98,0.89
15.52,3.99,101409.93,288.29,336.01,0.91,0.82
15.72,4.23,101380.64,399.87,325.51,0.7,0.8
17.18,4.6,101320.73,477.34,354.99,0.99,0.68
18.62,4.47,101230.21,417.83,374.84,0.98,0.6
18.92,3.77,101110.3,431.21,360.36,0.97,0.58
19.19,4.16,101109.67,402.27,328.17,0.88,0.56
18.54,4.01,101083.96,272.6,334.5,0.71,0.57
18.62,2.98,101098.1,120.84,350.06,0.82,0.57
17.14,2.71,101165.56,18.92,358.11,0.95,0.63
16,6.44,101387.73,0,348.01,1,0.72
12.6,6.06,101584.17,0,365.76,1,0.87
11.9,4.53,101698.49,0,363.11,1,0.88
11.57,3.91,101759.19,0,356.45,0.97,0.88
11.42,4.38,101803.69,0,349.33,0.93,0.88
11.19,4.61,101837.31,0,344.93,0.68,0.88
10.75,5.16,101874.41,0,327.27,0.5,0.86
10.64,5.47,101918.96,0,303.27,0.31,0.85
10.28,5.77,101960.23,0,302,0.4,0.83
9.76,5.66,102007.91,0,293.03,0.44,0.84
9.44,5.7,102132.12,0,308.77,0.45,0.87
9.23,6,102224,0,303.09,0.49,0.89
9.07,5.9,102390.13,0.37,298.33,0.49,0.9
10.36,5.33,102509.25,65.34,299.45,0.55,0.85
10.86,5.28,102653.07,220.02,299.33,0.58,0.82
11.88,5.55,102729.35,343.49,287.94,0.6,0.75
11.97,6.01,102792.44,462.17,299.45,0.67,0.73
12.45,6.38,102820.33,444.93,314.84,0.78,0.71
12.63,6.85,102847.42,523.44,303.32,0.62,0.68
12.78,7.09,102902.81,466.85,299.11,0.52,0.66
12.59,6.93,102975.2,408.9,298.31,0.43,0.67
11.96,6.86,103031.81,288.99,297.64,0.36,0.66
11.81,6.29,103105.8,154.75,286.91,0.39,0.65
11.06,5.68,103177,29.53,274.03,0.43,0.65
11.03,5.43,96746.22,0,293.76,0.43,0.65
10.47,5.29,96801.72,0,292.09,0.43,0.66
10.53,4.86,96864.03,0,297.01,0.36,0.65
9.96,4.55,96935.06,0,284.82,0.26,0.66
9.87,4.28,96946.8,0,282.98,0.3,0.66
9.74,4.32,96935.35,0,283.82,0.23,0.66
9.28,4.5,96937.91,0,283.11,0.15,0.69
9.43,4.29,96921.46,0,286.28,0.11,0.69
9.17,4.17,96924.81,0,279.71,0.06,0.7
8.75,4.06,96941.26,0,271.68,0.08,0.74
8.57,3.96,97000.86,0,265.86,0.1,0.75
8.47,3.83,97028.31,0,275.42,0.1,0.77
8.38,3.75,97097.77,0.34,266.97,0.11,0.78
10.16,3.21,97103.92,81.64,263.1,0.12,0.76
11.74,3.48,97144.66,261.48,270.81,0.21,0.69
13.32,4.25,97123.31,427.47,269.62,0.21,0.56
13.55,4.94,97093.82,562.36,275.05,0.16,0.53
14.81,5.3,97021.64,581.69,298.65,0.38,0.49
15.01,5.24,96947.7,505.11,311.37,0.54,0.48
15.04,5.58,96889.01,498.26,307.71,0.66,0.48
15.03,5.82,96877.51,455.38,296.47,0.88,0.48
14.04,5.98,96858.65,308.62,315.27,0.57,0.52
13.74,5.5,96875.11,156.75,300.25,0.34,0.54
12.13,5.38,96917.48,27.02,287.53,0.25,0.61
11.91,5.2,96943.95,0,274.68,0.2,0.64
10.66,4.82,96969.54,0,277.31,0.15,0.71
10.24,4.27,96975.22,0,286.87,0.22,0.73
9.36,3.79,96988.74,0,290.21,0.34,0.77
8.95,3.14,96949.48,0,280.87,0.39,0.79
8.15,2.85,96929.61,0,286.07,0.47,0.83
7.24,2.49,96885.92,0,293.26,0.44,0.87
7.16,2.2,96843.4,0,298.15,0.41,0.87
7.36,2.24,96765.83,0,295.57,0.26,0.85
7.02,2.21,96734.16,0,296.24,0.11,0.85
7.17,2.2,96739.37,0,282.28,0.18,0.83
6.9,2.32,97959.38,0,283.18,0.47,0.85
7.11,2.41,96761.09,0.23,290.33,0.68,0.85
9.66,2.33,96784.04,63.27,296.82,0.54,0.8
11.35,2.47,96768.17,174.7,319.73,0.29,0.74
13.52,3.17,103255.68,313.26,311.75,0.08,0.66
14.39,4.04,103211.33,533.18,300.51,0.08,0.63
16.16,4.8,103124.37,612.95,300.56,0.31,0.57
16.66,4.98,103067.07,649.45,291.65,0.38,0.53
16.89,5.11,102976.35,525.28,311.56,0.4,0.5
16.89,5.31,102945.33,476.61,308.94,0.48,0.5
16.07,5.28,102931.25,338.73,300.11,0.33,0.53
15.7,4.61,102920.67,174.58,298.44,0.09,0.54
14.1,4.44,102944.8,28.13,290.76,0.02,0.6
13.82,4.4,102983.73,0,288.02,0.07,0.62
12.04,3.7,102954.96,0,285.33,0.03,0.71
11.34,3.76,102959.81,0,287.21,0.04,0.75
10.32,3.42,102989.8,0,286.33,0.08,0.8
9.9,3.13,102910.06,0,283.49,0.07,0.83
9.82,3.09,102854.8,0,289.44,0.1,0.85
9.45,3.05,102786.86,0,291.37,0.32,0.87
9.65,3.25,102737.51,0,294.97,0.38,0.87
9.83,3.49,102680.07,0,294.36,0.55,0.87
10.16,3.57,102665.85,0,297.63,0.54,0.89
10.3,3.47,102686.14,0,313.34,0.62,0.89
10.02,3.3,102703.7,0,319.48,0.58,0.9
10.06,3.14,102697.2,0.11,316.95,0.64,0.9
11.88,3.34,102695.05,58,329.19,0.71,0.88
13.74,3.33,102662.75,197.86,336.41,0.66,0.82
15.4,4.1,102605.81,218.93,351.07,0.81,0.77
15.69,5.28,102557.86,205.49,365.72,1,0.77
16.75,5.09,102463.92,198.97,376.42,1,0.76
17.36,4.25,102366.06,205.38,378.35,0.99,0.76
17.86,4.86,102274,260.07,378.1,0.89,0.74
17.84,4.98,102221.14,187.26,374.63,0.9,0.74
17.18,4.93,102183.71,168.09,363.35,0.76,0.78
16.99,4.73,102173.8,101.11,358.94,0.56,0.8
16.16,4.82,102193.52,20.53,344.95,0.57,0.83
15.92,4.78,102243.33,0,338.13,0.47,0.84
15.07,3.95,102232.57,0,330.69,0.27,0.88
14.64,3.92,102239.19,0,321.84,0.24,0.9
14.22,3.79,102183.64,0,322.08,0.35,0.91
14,3.76,102145.29,0,320.54,0.63,0.92
13.68,3.75,102103.96,0,307.48,0.77,0.93
13.52,3.84,102041.79,0,326.66,0.9,0.94
13.59,4.12,102023.18,0,337.93,0.95,0.94
13.63,4.2,101946.43,0,349.4,0.89,0.94
13.36,4.16,101915.49,0,343.05,0.93,0.94
13.34,3.99,101921.15,0,356.54,0.97,0.94
13.2,3.91,101874.36,0,357.51,0.98,0.94
13.17,3.76,101879.89,0.06,353.74,1,0.94
14.23,3.47,101887.83,29.49,358.16,0.95,0.91
14.94,4.81,101858.41,100.98,363.05,0.95,0.88
15.92,4.99,101779.83,140.27,375.7,1,0.82
16.41,5.13,101726.38,177.92,380.82,1,0.8
18.18,4.69,101590.49,377.7,367.86,1,0.73
18.9,4.25,101434.81,348.43,376.25,1,0.7
19.02,3.07,101358.75,227.06,386.5,1,0.7
18.68,3.1,101281.16,163.4,385.03,1,0.73
17.79,3.01,101226.53,86.6,385.93,1,0.78
17.68,2.85,101203.45,63.88,381,1,0.78
16.78,2.78,101197.5,9.45,375.94,1,0.82
16.54,2.74,101189.56,0,366.92,1,0.84
15.72,2.23,101118.49,0,361.97,0.99,0.89
15.41,2.24,101056.2,0,365.55,1,0.91
15.07,1.14,101003.41,0,360.34,1,0.92
15.15,0.65,100936.25,0,355.56,0.99,0.92
14.49,0.61,100857.8,0,351.89,1,0.95
14.33,1.12,100763.52,0,355.24,0.97,0.96
14.39,1.6,100716.13,0,346.97,0.87,0.96
14.31,1.97,100643.89,0,345.19,0.86,0.96
13.99,2.07,100594.3,0,346.61,0.7,0.97
13.86,2.13,100532.35,0,356.55,0.68,0.97
13.45,2.14,100531.42,0,338.85,0.9,0.98
13.52,2.22,100536,0.06,337.59,1,0.97
14.2,2.26,100557.48,25.9,349.43,1,0.94
14.83,2.23,100560.48,84.91,357.96,1,0.91
16.23,2.64,100493.54,191.31,356.48,0.98,0.82
16.78,3.26,100489.65,294.1,351.51,0.99,0.78
17.75,3.66,100432.29,352.86,361.72,1,0.71
18.57,3.77,100350.88,395.44,358.83,0.99,0.66
18.65,3.59,100301.05,326.83,364.46,0.93,0.65
18.73,3.47,100289.51,261.26,369.22,0.93,0.64
18.09,3.16,100264.05,222.23,346.58,0.75,0.65
17.84,1.61,100354.35,93.59,347.3,0.56,0.68
16.22,1.43,100386.52,18.39,340.71,0.51,0.76
16.44,1.67,100493.05,0,336.08,0.78,0.74
14.75,1.9,100509.01,0,334.1,0.84,0.87
14.26,1.71,100573.66,0,337.78,1,0.89
13.3,1.92,100598.8,0,332.55,1,0.93
13.62,2.3,100611.1,0,345.29,0.98,0.91
12.92,2.18,100629.57,0,314.51,0.98,0.92
12.63,1.95,100643.62,0,318.41,0.9,0.92
12.72,1.81,100634.87,0,320.77,0.75,0.92
12.47,1.71,100610.83,0,327.84,0.96,0.92
12.09,1.86,100607.7,0,325.6,0.96,0.92
12.04,2.19,100623.71,0,318.58,0.97,0.91
12.04,2.41,100681.29,0,326.25,0.98,0.9
12.05,2.41,100732.82,0.01,321.41,0.99,0.91
12.28,2.38,100798.76,32.15,336.25,0.99,0.91
12.46,2.42,100869.23,98.36,349.63,0.99,0.91
12.71,2.37,100913.56,115.66,356.22,1,0.91
12.82,2.48,100911.04,204.28,357.52,0.98,0.91
13.66,2.45,100878.08,259.42,356.48,0.99,0.88
14.52,2.33,100870.06,309.54,355.56,0.99,0.83
14.54,2.76,100849.5,206.86,346.97,0.97,0.83
14.81,3.03,100878.98,151.18,350.25,0.98,0.81
14.52,4.05,100932.08,128.6,349.34,0.98,0.82
14.42,4.16,100992.25,49.02,347.02,0.99,0.82
13.99,4.24,101078.57,10.53,344.47,0.97,0.84
14.12,3.74,101135.8,0,324.2,0.87,0.82
13.61,4.51,101211.59,0,335.14,0.43,0.84
13.52,6.02,101275.01,0,323.73,0.76,0.84
13.05,6.66,101308.48,0,321.63,0.79,0.85
13.1,6.78,101369.03,0,334.58,0.66,0.85
12.98,6.65,101406.76,0,340.74,0.63,0.84
12.51,6.19,101417.11,0,333.52,0.66,0.83
12.3,5.6,101471.24,0,321.09,0.73,0.82
12.06,5.34,101483.89,0,319.53,0.95,0.8
11.75,5.32,101506.95,0,325.91,0.98,0.81
11.71,5.39,101545.34,0,333.31,1,0.79
11.6,5.49,101609.61,0,325.43,0.98,0.78
11.61,5.65,101669.48,0,349.76,0.93,0.77
11.89,5.41,101770.23,26.82,337.57,0.97,0.75
12.14,5.8,101831.42,84.89,350.01,0.99,0.76
12.65,6.37,101873.37,108.21,348.16,1,0.75
12.72,6.53,101877.49,209.24,350.94,0.93,0.77
13.22,6.54,101851.54,275,344.2,0.82,0.73
13.98,6.38,101841.73,336.8,336.53,0.76,0.67
14.24,6.47,101835.57,237.13,346.28,0.75,0.65
14.29,6.62,101843.6,230.27,341.42,0.78,0.65
13.69,6.76,101897.98,168.87,336.71,0.58,0.7
13.49,5.73,101927.88,100.07,337.5,0.67,0.72
12.89,5.31,101989.94,12.01,321.42,0.6,0.73
12.71,5.26,102020.69,0,316.8,0.56,0.73
11.8,4.89,102060.23,0,323.46,0.51,0.79
11.63,5.06,102093.78,0,320.89,0.64,0.81
11.25,5.05,102087.26,0,315.38,0.55,0.84
11.15,5.09,102100.56,0,318.01,0.64,0.86
11.02,4.96,102077.14,0,309.57,0.77,0.87
11,4.81,102045.43,0,325.26,0.65,0.88
11.08,4.74,102063.34,0,328.63,0.65,0.88
11.2,4.74,102062.79,0,333.22,0.82,0.87
11.14,4.53,102084.39,0,333.05,0.89,0.87
11,4.38,102111.84,0,335.29,0.64,0.87
10.89,4.12,102155.34,0,331.94,0.65,0.88
10.79,3.85,102210.77,0,333.34,0.58,0.88
11.65,3.6,102277.92,33.83,332.46,0.7,0.87
12.05,4.23,102307.31,135.73,335.75,0.69,0.87
13.01,4.38,102325.31,238.83,340.54,0.82,0.83
13.11,5.05,102330.06,320.09,326.07,0.87,0.82
13.61,5.14,102311.8,313.89,321.16,0.86,0.78
14.07,4.86,102263.4,369.45,325.23,0.81,0.74
13.99,4.71,102270.33,284.5,326.75,0.65,0.74
13.95,4.53,102304.46,309.21,326.44,0.69,0.74
13.24,4.36,102331.07,201.94,336.3,0.71,0.76
13.04,3.59,102354.64,93.83,321.78,0.6,0.77
12.12,3.2,102418.53,12.67,316.17,0.49,0.82
11.78,2.85,102460.71,0,313.38,0.54,0.85
11.33,2.36,102512.97,0,309,0.48,0.86
11.26,2.42,102553.91,0,322.98,0.52,0.86
10.78,2.52,102605.05,0,325.45,0.57,0.89
10.3,2.54,102599.63,0,306.56,0.59,0.9
10.57,2.41,102619.81,0,325.57,0.59,0.9
10.25,2.05,102589.67,0,315.71,0.59,0.91
10.26,1.66,102607.56,0,331.52,0.54,0.91
10.04,1.44,102611.25,0,336.6,0.59,0.91
9.82,1.25,102599.21,0,330.87,0.69,0.92
9.99,1.07,102665.05,0,317.76,0.7,0.92
9.97,1.09,102730.59,0,340.82,0.63,0.93
9.85,1.28,102791.62,0,340,0.67,0.93
11.04,1.08,102845.05,32.83,336.05,0.57,0.91
11.82,1.3,102908.17,106.28,330.57,0.5,0.9
12.99,2.78,102916.23,257.23,317.7,0.49,0.83
13.32,3.22,102923.46,355.39,314.08,0.6,0.79
14.63,3.5,102895.9,448.42,317.72,0.48,0.7
14.96,3.91,102840.17,427.09,325.66,0.57,0.64
14.89,4.25,102812.34,336.12,332.13,0.67,0.65
14.97,4.42,102796.4,349.83,331.12,0.7,0.64
14.06,4.2,102777.4,168.1,339,0.71,0.66
13.95,3.56,102852.98,97.96,334.52,0.63,0.66
12.76,3.03,102888.8,10.51,321.83,0.52,0.72
12.85,2.53,102944.47,0,314.06,0.57,0.71
11.02,1.96,102969.05,0,313.84,0.6,0.82
10.66,1.85,102995.29,0,322.96,0.55,0.84
10.11,2.13,103033.99,0,323.81,0.35,0.87
10.01,1.99,103032.88,0,303.51,0.28,0.87
10.27,1.78,103036.77,0,306.15,0.24,0.86
10.13,1.53,103021.35,0,309.58,0.22,0.86
9.95,1.17,102998.96,0,297.46,0.2,0.87
9.69,0.79,103000.67,0,293.97,0.11,0.89
8.98,0.61,102992.41,0,292.49,0.17,0.91
8.78,0.58,103038.15,0,283.77,0.14,0.92
8.6,0.63,103071.07,0,275.8,0.14,0.92
8.4,0.71,103118.27,0,284.73,0.11,0.93
9.37,1.4,103178.65,51.86,282.76,0.26,0.93
11.22,0.69,103202.85,203.55,289.39,0.16,0.87
13.29,0.2,103200.76,373.24,285.39,0.06,0.75
13.74,1.01,103195.84,478.65,294.15,0.08,0.71
15.14,1.09,103139.7,523.34,309.21,0.12,0.63
15.7,1.16,103044.27,544.36,298.92,0.1,0.6
15.87,1.05,102975.56,528.87,292.7,0.26,0.58
15.96,1.12,102959.62,398.41,300.63,0.65,0.58
14.91,2.19,102942.38,266.69,310.72,0.51,0.62
14.65,2.83,102977.38,116.54,305.49,0.54,0.62
12.85,2.99,102991.95,13.69,295.64,0.38,0.71
12.64,2.91,103068.92,0,303.65,0.12,0.73
11.01,2.77,103098.91,0,285.37,0.1,0.82
10.1,2.64,103118.79,0,279.01,0.05,0.85
8.64,2.74,103116.27,0,278.29,0.02,0.9
8.61,2.67,103108.86,0,276.3,0.01,0.9
8.79,2.13,103093.51,0,275.27,0,0.9
7.91,1.36,103091.35,0,271.94,0.02,0.92
7.55,1.2,103090.64,0,270.49,0,0.94
6.61,0.9,103050.68,0,268.92,0,0.96
5.65,0.82,103025.01,0,267.68,0.33,0.96
5.62,0.94,103054.76,0,267.09,0.34,0.96
5.43,0.95,103081.5,0,266.76,0.31,0.97
5.51,1.08,103116.49,0,265.91,0.36,0.97
7.91,1.22,103196.81,55.95,267.22,0.43,0.96
10.04,0.97,103198.07,215.19,274,0.26,0.9
13.04,0.66,103198.63,369.98,279.38,0.02,0.8
13.66,0.13,103133.72,498.86,284.1,0.03,0.78
15.73,0.51,103069.17,548.21,293.04,0.02,0.69
16.86,1.2,102973.72,544.58,304.47,0.02,0.63
17.28,1.75,102921.21,493.78,312.88,0.01,0.61
17.6,2.17,102888.7,407.27,312.31,0.01,0.58
16.85,2.39,102865,283.95,312,0.02,0.59
16.53,2.11,102892.14,144.86,294.19,0.01,0.62
14.25,2.19,102904.38,13.27,292.44,0.01,0.72
13.98,2.56,102962.18,0,287.73,0.01,0.73
11.93,2.81,102944.4,0,286.18,0,0.76
12.16,2.43,102954.91,0,284.3,0,0.76
11.03,1.85,102940.67,0,282.4,0.02,0.81
10.46,1.38,102933.05,0,280.58,0,0.85
9.23,1.2,102901.38,0,279.68,0.01,0.9
8.06,1.28,102881.25,0,279.17,0.01,0.93
7.8,1.36,102869.78,0,278.02,0.01,0.94
7.33,1.45,102844.72,0,280.16,0,0.96
7.24,1.49,102811.45,0,281.75,0,0.96
6.96,1.71,102826.78,0,280.64,0.07,0.97
6.72,1.87,102800.15,0,281.46,0.23,0.97
6.76,1.94,102796.73,0,278.75,0.23,0.97
9.15,2.37,102827.58,53.44,282.26,0.22,0.92
11.66,2.09,102794.92,218.64,281.47,0.15,0.86
15.65,1.51,102715.1,382.19,290.15,0.02,0.71
17.55,1.16,102651.66,509.47,294.13,0,0.64
19.58,1.59,102540.07,584.58,300.21,0,0.55
20.7,2,102430.71,600.61,303.96,0,0.5
21.01,1.85,102369.84,547.57,306.43,0,0.49
21.23,2,102338.06,453.13,308.6,0,0.47
20.06,1.71,102279.81,307.88,309.67,0,0.51
19.13,1.89,102265.84,139.77,306.93,0,0.58
16.43,2.14,102274.89,11.92,302.78,0,0.64
15.79,2.12,102293.45,0,299.3,0,0.67
13.79,2.75,102285.79,0,296.35,0.81,0.78
13.46,3.32,102185.68,0,293.83,1,0.8
12.81,3.16,102146.96,0,300.07,1,0.81
12.46,3.1,102086.11,0,295.64,1,0.82
12.17,3.16,102026.05,0,301.67,1,0.81
12.28,3.14,101973.92,0,312.39,1,0.79
12.45,3.45,101960.76,0,316.39,1,0.77
12.54,3.9,101913.28,0,320.74,1,0.76
13.48,4.28,101866.08,0,327.41,1,0.73
13.83,4.54,101884.16,0,324.79,1,0.72
14.33,4.63,101865.79,0,331.05,1,0.72
14.37,4.94,101907.96,0,336.1,1,0.73
14.99,5.27,101916.2,22.49,342.47,0.98,0.72
15.74,6.03,101884.55,106.58,334.77,0.9,0.71
17.31,6.23,101834.48,243.19,344.06,0.85,0.66
17.62,6.58,101760.48,337.17,345.55,0.71,0.65
19.05,6.41,101669.46,450.58,338.85,0.6,0.61
20.13,6.25,101563.31,379,350.37,0.52,0.58
20.36,6.01,101491.46,389.21,346.88,0.34,0.58
20.93,5.63,101464.36,322.91,344.93,0.21,0.57
20.14,4.87,101459.29,211.88,354.98,0.07,0.59
19.9,4.01,101485.28,118.12,329.39,0.14,0.59
18.53,3.35,101534.5,9.67,325.58,0.22,0.65
18.21,3.19,101580.44,0,319.25,0.21,0.66
16.3,3.06,101624.62,0,317.46,0.23,0.75
15.55,3.03,101670.71,0,315.45,0.12,0.78
13.84,2.95,101725.47,0,302.1,0.08,0.83
13.32,2.62,101762.21,0,300.93,0.06,0.83
12.44,2.27,101741.12,0,304.2,0.04,0.83
11.44,2.16,101739.54,0,295.76,0.02,0.85
11.03,2.08,101765.67,0,294.52,0.02,0.86
10.58,2.02,101782.46,0,294.06,0.01,0.87
10.22,2.13,101843.78,0,293.87,0.07,0.9
9.87,2.13,101839.1,0,286.66,0.14,0.91
9.93,2.16,101886.99,0,289.24,0.16,0.91
9.6,2.26,101935.26,0,297.28,0.16,0.92
11.72,1.72,101998.11,47.96,287.99,0.19,0.91
13.16,1.68,102036.97,197.05,303.09,0.21,0.88
14.6,1.35,102030.96,323.9,299.92,0.46,0.79
14.88,1.23,102005.99,464.26,304.56,0.55,0.77
16.29,1.29,101947.32,527.44,307.77,0.53,0.7
16.98,1.5,101856.02,573.34,307.34,0.2,0.67
17.05,1.87,101808.45,528.08,301.72,0.27,0.66
17.06,2.25,101789.48,431.22,297.64,0.24,0.66
16.12,2.46,101809.58,292.66,317.73,0.09,0.68
15.72,1.95,101802.35,133.44,294.8,0.08,0.72
13.35,1.73,101830.92,9.94,292.36,0.07,0.82
13.24,2.16,101832.2,0,288.91,0.03,0.82
11.32,1.59,101901.06,0,286.16,0.03,0.9
11.03,2.03,101882.37,0,287.07,0.02,0.91
10.4,2.1,101857.46,0,286.42,0,0.92
10.87,1.99,101824.1,0,289.44,0.01,0.92
10.55,1.55,101766.83,0,285.81,0.02,0.93
9.41,0.75,101734.14,0,279.32,0.03,0.95
8.83,0.47,101704.71,0,281.73,0.05,0.97
8.29,0.6,101633.22,0,280.63,0.04,0.98
7.93,1.09,101609.21,0,277.72,0.52,0.98
7.62,1.62,101557.54,0,295.39,0.78,0.99
7.46,1.87,101578.21,0,309.8,1,0.99
7.64,2.07,101533.93,0,306.5,1,0.99
9.58,2.11,101563.24,35.59,324.13,1,0.97
10.56,1.97,101575.91,137.75,333.85,0.65,0.97
13.49,2.17,101498.52,262.69,330.04,0.23,0.84
15.02,2.99,101419.75,446.37,314.53,0.04,0.77
